word,context,pmi
informs,me,10.457777271910215
rising,coast,10.457777271910215
floated,across,10.457777271910215
growing,comb,10.44688895576748
shoulder,stripes,10.44688895576748
fifth,pair,10.44688895576748
looked,upon,10.44688895576748
rules,followed,10.44688895576748
strata,rich,10.44688895576748
passed,away,10.44688895576748
mongrel,offspring,10.43877630998016
South,America,10.431782063377272
flat,fish,10.428029928516164
peculiarities,arising,10.425355794217838
sedimentary,deposits,10.425355794217838
twelve,chickens,10.425355794217838
carefully,examined,10.425355794217838
utmost,limit,10.425355794217838
escape,notice,10.425355794217838
fresh,water,10.417298202555147
similarly,characterised,10.41470855001833
safely,conclude,10.41470855001833
imaginary,spheres,10.41470855001833
merely,adaptive,10.409414250348817
tail,feathers,10.409414250348817
cold,came,10.398883582856648
enormous,degradation,10.3936469344905
linked,together,10.3858274300312
wholly,unlike,10.379774759908942
too,ignorant,10.372888374323702
mingled,tropical,10.372888374323702
thrown,down,10.372888374323702
fly,away,10.372888374323702
central,portion,10.372888374323702
grand,divisions,10.372888374323702
besides,defence,10.372888374323702
diverging,lines,10.372888374323702
pouter,till,10.372888374323702
advance,till,10.372888374323702
metamorphosis,performed,10.372888374323702
unusually,rapid,10.372888374323702
depth,graduate,10.372888374323702
North,America,10.363610560735692
thick,deposits,10.347353282216565
baleen,consists,10.34230005449028
nerves,proceeding,10.34230005449028
step,towards,10.34230005449028
fatal,objection,10.34230005449028
seven,grass,10.34230005449028
comparatively,sudden,10.34230005449028
Forbes,informs,10.34230005449028
elapsed,since,10.34230005449028
Silurian,systems,10.34230005449028
previously,alluded,10.34230005449028
crop,grass,10.34230005449028
outer,feathers,10.34230005449028
adjoining,cells,10.33367834531949
fourteen,days,10.332246389826357
continually,adds,10.332246389826357
immense,plates,10.332246389826357
annually,migrate,10.332246389826357
minute,details,10.332246389826357
utterly,dissimilar,10.332246389826357
Indian,cattle,10.332246389826357
making,ant,10.332246389826357
Alpine,rodents,10.332246389826357
ones,acting,10.332246389826357
lower,jaw,10.332246389826357
sedimentary,strata,10.332246389826357
fourteen,hours,10.332246389826357
extremely,cautious,10.312346832388652
THE,view,10.302499046432304
somewhat,monstrous,10.287852270467903
filled,up,10.287852270467903
proportional,numbers,10.285425533073363
closest,competition,10.278169717070565
regularly,carry,10.273352700772788
white,butterfly,10.273352700772788
material,enclosed,10.273352700772788
partially,broken,10.273352700772788
Professor,H,10.273352700772788
fossils,beneath,10.273352700772788
occurring,everywhere,10.273352700772788
constitute,connecting,10.273352700772788
probability,suffice,10.273352700772788
spaces,filled,10.273352700772788
eminent,palaeontologists,10.273352700772788
smaller,workers,10.26185706193496
holds,good,10.258997407795718
nine,grains,10.254243877825084
next,succeeding,10.254243877825084
face,stripes,10.254243877825084
habitually,fall,10.254243877825084
safely,infer,10.254243877825084
included,advance,10.244783548576018
Cape,de,10.244783548576018
extraordinarily,rapid,10.235384850573768
apparent,bond,10.235384850573768
marsupials,branched,10.235384850573768
thoroughly,aquatic,10.235384850573768
previously,performed,10.235384850573768
leaving,progeny,10.235384850573768
my,judgment,10.235384850573768
depth,varies,10.235384850573768
unequal,degrees,10.235384850573768
previously,dry,10.235384850573768
insensibly,working,10.235384850573768
ascertained,occurrence,10.235384850573768
fundamental,divisions,10.235384850573768
neck,elongated,10.235384850573768
surviving,till,10.235384850573768
fluctuating,element,10.226046985994431
naturalist,doubts,10.226046985994431
acts,solely,10.226046985994431
high,authority,10.216769172406421
serviceable,limits,10.216769172406421
dozen,flowering,10.216769172406421
mainly,lie,10.216769172406421
observers,maintain,10.216769172406421
Australian,caves,10.216769172406421
English,breeders,10.216769172406421
extensive,masses,10.216769172406421
right,direction,10.20984975846663
oceanic,islands,10.203617804755115
electric,fishes,10.20296337288139
otherwise,inexplicable,10.20296337288139
equatorial,regions,10.20296337288139
am,convinced,10.201001856548105
genealogical,arrangement,10.192316128681883
masters,carry,10.180243296381308
Most,vegetable,10.180243296381308
afforded,mainly,10.180243296381308
Cambrian,epoch,10.180243296381308
fossil,remains,10.180243296381308
nine,endemic,10.180243296381308
appearing,insuperable,10.180243296381308
dark,hive,10.180243296381308
closer,relationship,10.180243296381308
complete,reduction,10.180243296381308
viscid,mud,10.180243296381308
continually,trying,10.180243296381308
hard,rocks,10.171254513154052
thoroughly,convinced,10.171254513154052
scarcely,possible,10.166781036574745
foregoing,remarks,10.166143099336454
actual,lapse,10.162321388384045
need,feel,10.162321388384045
physiological,test,10.162321388384045
newly,acquired,10.157875483352854
Cambrian,system,10.144619386650586
Some,authors,10.144619386650586
analogy,makes,10.135849177022854
simply,explains,10.135849177022854
remark,holds,10.135849177022854
argument,holds,10.135849177022854
previously,occupied,10.135849177022854
heads,protected,10.135849177022854
geographical,distribution,10.135849177022854
male,element,10.13293758160295
future,degradation,10.10985396848991
fantail,till,10.10985396848991
undergoing,rapid,10.10985396848991
foster,nest,10.10985396848991
immediately,undergo,10.10985396848991
shallow,basins,10.10985396848991
essential,consideration,10.10985396848991
nascent,branchiae,10.10985396848991
strongly,insisted,10.10985396848991
plain,evidence,10.10985396848991
fresh,waters,10.104140317295515
fully,stocked,10.104140317295515
upper,mandible,10.101291954986486
eminent,geologists,10.092780455130967
late,published,10.092780455130967
everywhere,supplanted,10.092780455130967
next,chapter,10.087133891989826
pollen,grains,10.084318876382772
thick,membrane,10.084318876382772
build,up,10.079265648656486
Under,domestication,10.075906636566572
universally,admitted,10.070325604303273
race,horse,10.065459849131456
race,horses,10.065459849131456
foregoing,statements,10.05922789541994
plainly,distinguished,10.05922789541994
late,tertiary,10.05096027943634
my,garden,10.05096027943634
benefit,derived,10.046844170964109
upper,jaw,10.046844170964109
becoming,naturalised,10.046844170964109
relative,proportional,10.042739772631371
false,marks,10.042739772631371
ultimately,came,10.042739772631371
seven,days,10.042739772631371
unknown,bond,10.042739772631371
continually,accumulating,10.042739772631371
strongly,marked,10.042739772631371
After,twelve,10.042739772631371
ancestor,removed,10.042739772631371
embryological,resemblances,10.042739772631371
sufficiently,lofty,10.042739772631371
blank,interval,10.042739772631371
extraordinarily,abnormal,10.042739772631371
Alpine,summits,10.042739772631371
gradually,becoming,10.042739772631371
four,hours,10.042739772631371
Lyell,asks,10.042739772631371
With,respect,10.020630669375132
author,makes,10.010318294938994
chief,objections,10.010318294938994
hemisphere,suffered,10.010318294938994
differs,enormously,10.010318294938994
expressed,myself,10.010318294938994
subsequent,observer,10.010318294938994
defined,objects,10.010318294938994
set,free,10.010318294938994
elephant,protected,10.010318294938994
Australian,seas,10.010318294938994
aboriginally,alike,10.010318294938994
fewer,experiments,10.010318294938994
active,powers,10.010318294938994
beauty,serves,10.010318294938994
return,home,10.010318294938994
nectar,feeding,10.010318294938994
completely,metamorphosed,10.010318294938994
oftenest,provided,10.010318294938994
brought,home,10.010318294938994
annually,blown,10.010318294938994
astonishing,improvement,10.010318294938994
gives,vigour,10.010318294938994
native,vegetation,10.010318294938994
equal,masses,9.994376751069973
tell,till,9.994376751069973
pure,geese,9.994376751069973
tropical,lowlands,9.994376751069973
mainly,attended,9.994376751069973
perfectly,fertile,9.994376751069973
admirable,work,9.992396386941733
comparatively,rare,9.983846083577804
physiological,importance,9.981749142742224
yield,milk,9.978609435211657
Mivart,asks,9.978609435211657
American,types,9.970789930752357
fore,wings,9.957850875044858
earliest,states,9.955276931381032
hours,afterwards,9.955276931381032
leaving,flat,9.955276931381032
put,fairly,9.955276931381032
transitional,states,9.955276931381032
exterminate,thousands,9.955276931381032
off,spring,9.955276931381032
strictly,limited,9.955276931381032
gradually,disappear,9.955276931381032
parallelism,holds,9.955276931381032
parallel,layer,9.955276931381032
white,sheep,9.951424605885427
half,monstrous,9.939928967047598
irregular,mass,9.939928967047598
fourteen,nests,9.939928967047598
half,completed,9.939928967047598
thoroughly,naturalised,9.939928967047598
lately,insisted,9.939928967047598
oldest,cultivated,9.93231578293772
mere,fluctuating,9.93231578293772
diminished,comb,9.93231578293772
ill,defined,9.93231578293772
Candolle,founded,9.93231578293772
founded,upon,9.93231578293772
sensitive,elements,9.93231578293772
infinitely,numerous,9.93231578293772
habitually,happen,9.93231578293772
geological,record,9.930509026232091
twenty,five,9.929281722848089
shall,hereafter,9.92416165118928
nascent,trace,9.917208890547514
require,experience,9.917208890547514
egg,produces,9.917208890547514
continually,forget,9.917208890547514
lowest,Cambrian,9.917208890547514
appearing,late,9.917208890547514
specified,marks,9.917208890547514
greatly,diminished,9.917208890547514
masters,leaving,9.917208890547514
immense,interval,9.917208890547514
similarly,active,9.917208890547514
climatal,changes,9.913456755686406
Let,us,9.902258549081543
earliest,stage,9.899781818789329
mainly,caused,9.89484107751906
Kolreuter,makes,9.89484107751906
high,geometrical,9.89484107751906
differs,considerably,9.89484107751906
adaptations,everywhere,9.89484107751906
fossiliferous,deposits,9.89484107751906
basins,near,9.89484107751906
simply,incidental,9.89484107751906
incomparably,longer,9.887461547153462
flying,away,9.887461547153462
indefinite,oscillations,9.887461547153462
hard,against,9.887461547153462
ill,effects,9.882562747740621
Now,let,9.881584980816791
viscid,stigma,9.877680526360876
resist,subsequent,9.87281477118906
marine,fauna,9.87281477118906
interesting,gradation,9.87281477118906
carefully,measured,9.87281477118906
double,stripe,9.87281477118906
utmost,facility,9.87281477118906
previously,classed,9.87281477118906
enough,back,9.861926455046323
entirely,white,9.858315201493944
chief,peculiarity,9.858315201493944
nearest,continent,9.858315201493944
northern,temperate,9.858315201493944
originally,instinctive,9.858315201493944
Several,experienced,9.858315201493944
constantly,tends,9.858315201493944
chief,arguments,9.858315201493944
surprise,expressed,9.858315201493944
small,portion,9.858315201493944
originally,linked,9.858315201493944
entire,thickness,9.858315201493944
self,fertilised,9.858315201493944
continually,selected,9.858315201493944
pollen,masses,9.854199093021712
working,ants,9.847535362740702
fossiliferous,beds,9.847535362740702
animal,kingdom,9.846819562656115
district,occupied,9.840393293496682
making,reciprocal,9.83920637854624
foregoing,rules,9.836835474083493
American,ostrich,9.833286407002422
flat,surface,9.833286407002422
lately,published,9.829746049297174
grown,horns,9.829746049297174
Gray,states,9.829746049297174
detected,embedded,9.829746049297174
botanists,rank,9.822691291763224
metamorphosed,leaves,9.822691291763224
old,ones,9.820347351294924
separated,sexes,9.810776812730584
monstrosities,arise,9.808684433769344
sedimentary,rocks,9.808684433769344
American,cuckoo,9.807291198469478
unknown,plan,9.801731673127577
All,fall,9.801731673127577
becoming,attached,9.801731673127577
mainly,lies,9.801731673127577
Not,supported,9.801731673127577
sudden,immigration,9.801731673127577
became,attached,9.801731673127577
direct,action,9.796696083230279
After,ten,9.794812259187786
unequal,physiological,9.794812259187786
strata,varies,9.794812259187786
excellent,observations,9.794812259187786
seven,hundred,9.794812259187786
geographical,miles,9.794812259187786
thick,layer,9.794812259187786
habitually,checked,9.794812259187786
informed,him,9.794812259187786
insensibly,passed,9.794812259187786
assumed,earliest,9.794812259187786
nerve,simply,9.794812259187786
argument,against,9.787925873602546
fantail,pigeons,9.787925873602546
tropical,seas,9.787925873602546
safely,attribute,9.787925873602546
rules,apply,9.787925873602546
subsequent,oscillations,9.787925873602546
butterflies,regularly,9.787925873602546
growing,near,9.787925873602546
absolutely,break,9.787925873602546
newly,hatched,9.787925873602546
inevitably,perish,9.787925873602546
tumbler,pigeons,9.787925873602546
escape,serving,9.787925873602546
fully,convinced,9.776975574042005
innate,tendency,9.775953231936471
giving,rise,9.770852360243605
electric,organs,9.764561880537036
independent,creation,9.756217013875208
severe,competition,9.756217013875208
wholly,disappear,9.751743537295901
call,attention,9.747283889105201
physiological,division,9.747283889105201
branch,rapidly,9.747283889105201
briefly,discuss,9.747283889105201
hereafter,recur,9.747283889105201
materials,forming,9.747283889105201
An,order,9.747283889105201
Melipona,itself,9.747283889105201
assigned,reasons,9.747283889105201
experience,shows,9.747283889105201
elsewhere,previously,9.747283889105201
actual,progenitors,9.747283889105201
essentially,alike,9.747283889105201
vertebrae,forming,9.747283889105201
annually,born,9.747283889105201
Silurian,epoch,9.72081167774401
ill,constructed,9.72081167774401
continuously,deposited,9.72081167774401
hold,honey,9.72081167774401
chief,advantages,9.72081167774401
fundamental,distinction,9.72081167774401
fewer,off,9.72081167774401
fairly,tried,9.72081167774401
suffice,merely,9.72081167774401
really,governing,9.72081167774401
safely,attributed,9.72081167774401
carry,off,9.72081167774401
twenty,nine,9.714268831877238
accidental,extermination,9.714268831877238
larval,states,9.714268831877238
became,divided,9.714268831877238
years,ago,9.700463032352207
extensive,areas,9.694816469211066
smaller,men,9.694816469211066
sufficiently,attended,9.694816469211066
beautiful,colours,9.694816469211066
analogical,resemblances,9.694816469211066
illegitimate,progeny,9.694816469211066
ignorance,call,9.694816469211066
felt,sure,9.694816469211066
regularly,occurs,9.688390200051632
membrane,connecting,9.688390200051632
results,accord,9.688390200051632
subsequent,deposits,9.688390200051632
too,briefly,9.688390200051632
movement,caused,9.688390200051632
possessed,electric,9.688390200051632
plan,occurs,9.688390200051632
escape,destruction,9.688390200051632
Silurian,system,9.68518776801329
comparatively,recent,9.68518776801329
organic,beings,9.681449245473237
let,us,9.679866127745093
temperate,regions,9.672448656182612
Switzerland,cultivated,9.669281377103928
British,miles,9.669281377103928
wholly,disappeared,9.669281377103928
habitually,speak,9.669281377103928
spread,rapidly,9.669281377103928
One,author,9.669281377103928
occasionally,lays,9.669281377103928
thick,heath,9.669281377103928
corresponding,ages,9.669281377103928
annually,pair,9.669281377103928
widely,diffused,9.664228149377642
blue,colour,9.659821047854862
wide,dispersal,9.658773719285534
gradual,reduction,9.656681340324294
inferior,half,9.656681340324294
grand,leading,9.656681340324294
fore,legs,9.656681340324294
humble,bee,9.656681340324294
present,day,9.654837640340606
absolutely,fatal,9.650422349852612
opposite,conclusions,9.650422349852612
innumerable,transitional,9.650422349852612
vast,duration,9.650422349852612
thoroughly,domesticated,9.650422349852612
vast,spaces,9.650422349852612
just,hatched,9.650422349852612
remote,ancestor,9.650422349852612
transport,across,9.650422349852612
really,surprising,9.650422349852612
cirripedes,consists,9.650422349852612
breeding,elephant,9.650422349852612
spontaneous,variations,9.645572950191216
fine,gradations,9.641084485273275
regularly,carried,9.641084485273275
grand,classes,9.635922780157497
became,thoroughly,9.631806671685265
clear,meaning,9.631806671685265
closest,attention,9.631806671685265
her,chickens,9.631806671685265
To,test,9.631806671685265
exactly,alike,9.631806671685265
lower,mandible,9.631806671685265
seldom,hope,9.631806671685265
feeding,quadrupeds,9.631806671685265
tumbler,differs,9.631806671685265
differed,considerably,9.631806671685265
thousand,feet,9.61865530403396
fluctuating,variability,9.61545867759778
insect,agency,9.61038768805036
opposed,basins,9.607353627960727
finally,disappear,9.607353627960727
equal,spheres,9.607353627960727
afterwards,Fritz,9.607353627960727
completed,cells,9.604325935263159
female,ass,9.595280795660152
material,collected,9.595280795660152
red,spot,9.595280795660152
aboriginally,possessed,9.595280795660152
tertiary,deposits,9.595280795660152
Switzerland,habitually,9.595280795660152
actually,carry,9.595280795660152
author,believes,9.595280795660152
actually,warmer,9.595280795660152
author,gives,9.595280795660152
British,botanists,9.595280795660152
sudden,spontaneous,9.595280795660152
earlier,age,9.595280795660152
Under,free,9.595280795660152
sufficiently,extensive,9.595280795660152
seedlings,suffer,9.595280795660152
invariably,lays,9.595280795660152
divided,Great,9.595280795660152
rock,thrush,9.595280795660152
argument,mainly,9.595280795660152
takes,advantage,9.595280795660152
active,embryos,9.595280795660152
specially,sensitive,9.595280795660152
doctrine,false,9.595280795660152
following,heads,9.595280795660152
rather,late,9.595280795660152
remain,inexplicable,9.586292012432896
force,beyond,9.583308153994075
reproduction,takes,9.583308153994075
drawn,up,9.583308153994075
Lyell,informs,9.583308153994075
pistil,consists,9.583308153994075
relative,distances,9.583308153994075
rapidly,across,9.583308153994075
transported,across,9.583308153994075
distances,across,9.583308153994075
drawn,across,9.583308153994075
?,Why,9.57933925179113
slowly,changing,9.578101205683325
fourteen,thousand,9.57735888766289
ground,feeding,9.57735888766289
once,disappeared,9.571434053705783
beds,rich,9.565533452266099
branching,lines,9.565533452266099
surrounding,districts,9.556727554890758
embedded,fossils,9.556727554890758
arranged,upon,9.553804159683992
Muller,arranged,9.553804159683992
incidental,result,9.553804159683992
lay,her,9.553804159683992
commonly,assumed,9.553804159683992
exactly,parallel,9.553804159683992
fine,transitional,9.550886676301698
tertiary,beds,9.547975080881795
nine,original,9.547975080881795
frequently,recur,9.547975080881795
highly,organised,9.542169459200588
Rudimentary,organs,9.542169459200588
mountain,vegetation,9.536387106606583
whose,agency,9.536387106606583
isolated,portion,9.536387106606583
called,spontaneous,9.536387106606583
garden,stock,9.536387106606583
everywhere,tends,9.536387106606583
unconsciously,used,9.536387106606583
while,carefully,9.524891467768754
lessened,degrees,9.524891467768754
carefully,prevented,9.524891467768754
apparent,exception,9.524891467768754
poor,chance,9.524891467768754
completely,prevented,9.524891467768754
universally,meet,9.524891467768754
flying,bat,9.524891467768754
carefully,attended,9.524891467768754
Such,objections,9.524891467768754
highest,authority,9.524891467768754
physiological,labour,9.524891467768754
green,coloured,9.524891467768754
enormous,crop,9.51917781657436
complex,contingencies,9.51917781657436
gradual,decrease,9.51917781657436
gradual,rising,9.51917781657436
enormous,ranges,9.51917781657436
becomes,manifest,9.51917781657436
real,hermaphrodites,9.51917781657436
gradual,transition,9.51917781657436
previously,applied,9.51917781657436
occasional,transport,9.517278283658879
peculiarities,appearing,9.507817954409811
endemic,Australian,9.507817954409811
regularly,appearing,9.507817954409811
subsequent,intercrossing,9.507817954409811
parasitic,crustaceans,9.507817954409811
hours,beneath,9.507817954409811
she,makes,9.507817954409811
allowed,myself,9.507817954409811
membrane,covered,9.507817954409811
undoubtedly,serious,9.50217139126867
larva,differed,9.50217139126867
red,masters,9.50217139126867
trifling,physiological,9.499356375661616
vertebrate,classes,9.498419256407562
six,million,9.479803578240215
Agassiz,believes,9.479803578240215
All,vertebrate,9.479803578240215
slight,deviations,9.479803578240215
Kolreuter,tried,9.479803578240215
nevertheless,Muller,9.479803578240215
views,maintained,9.479803578240215
commonly,linked,9.479803578240215
usually,situated,9.479803578240215
commonly,graduate,9.479803578240215
suffer,habitually,9.479803578240215
carefully,described,9.474265394698785
get,sufficient,9.474265394698785
equatorial,Africa,9.474265394698785
irregular,teeth,9.474265394698785
reciprocal,cross,9.472884164300424
low,down,9.472424047874618
results,arrived,9.465997778715185
vast,majority,9.457777271910215
minute,merely,9.457777271910215
unusual,facility,9.457777271910215
actually,fatal,9.457777271910215
serves,merely,9.457777271910215
four,heads,9.457777271910215
annually,transported,9.457777271910215
advantages,gained,9.457777271910215
fourth,main,9.457777271910215
something,astonishing,9.457777271910215
British,red,9.457777271910215
bred,readily,9.457777271910215
bodies,rather,9.455047479154643
wide,arms,9.452322841818107
closer,resemblance,9.452322841818107
tumbler,pigeon,9.449603340464517
What,English,9.44688895576748
